obdb_id,name,brewery_type,street,address_2,address_3,city,state,county_province,postal_code,website_url,phone,created_at,updated_at,country,longitude,latitude,tags
franklins-brewing-lewes,Franklin's Brewing Co,taproom,Highfield Farm,,,Lewes,,East Sussex,BN8 5AR,https://www.franklinsbrewery.co.uk/,1273814447,12/30/2020,12/30/2020,England,0.089645,50.903057,
burning-sky-brewery-lewes,Burning Sky Brewery Ltd,micro,Place Barn,,,Lewes,,East Sussex,BN8 6LP,https://www.burningskybeer.com/,1273858080,12/30/2020,12/30/2020,England,0.087961,50.844723,
high-weald-brewery-hartfield,High Weald Brewery,micro,Highgate Road,,,Forest Row,,East Sussex,TN7 4LA,https://www.highwealdbrewery.co.uk/,7836291430,12/30/2020,12/30/2020,England,0.032359,51.089706,
break-brewery-lewes,The Beak Brewery Limited,taproom,South Street,,,Lewes,,East Sussex,BN8 6JL,https://beakbrewery.com/,1273473094,12/30/2020,12/30/2020,England,0.024917,50.868313,
harveys-lewes,Harveys & Son,large,Cliffe High Street,,,Lewes,,East Sussex,BN7 2AH,https://www.harveys.org.uk/,1273480209,12/30/2020,12/30/2020,England,0.01749,50.874229,
360-degree-sheffield-park,360 Degree Brewing Company,micro,Bluebell Business Estate,,,Sheffield Park,,East Sussex,TN22 3HQ,https://www.360degreebrewing.com/,1825722375,12/30/2020,12/30/2020,England,-0.00086,50.993912,
1648-brewing-lewes,The 1648 Brewing Co Ltd,micro,Mill Lane,East Hoathly,,Lewes,,East Sussex,BN8 6QB,http://www.1648brewing.co.uk/,1825840830,12/30/2020,12/30/2020,England,-0.02828,50.93968,
bedlam-brewery-lewes,Bedlam Brewery Ltd,micro,Plumpton Green,,,Lewes,,East Sussex,BN7 3DH,https://bedlambrewery.co.uk/,1273978015,12/30/2020,12/30/2020,England,-0.068698,50.948125,
kiln-brewery-east-grinstead,The Kiln Brewery,micro,Selsfield Road,,,East Grinstead,,West Sussex,RH19 4QS,https://www.thekilnbrewery.co.uk/,7800556729,12/30/2020,12/30/2020,England,-0.070719,51.079995,
missing-link-brewery-east-grinstead,Missing Link Brewery Ltd,taproom,Selsfield Road,,,East Grinstead,,West Sussex,RH16 4QS,https://missinglinkbrewing.com/,7515336785,12/30/2020,12/30/2020,England,-0.070719,51.079995,
rectory-ales-hassocks,Rectory Ales Ltd,micro,Streat Hill,,,Hassocks,,West Sussex,BN6 8RP,,1273890570,12/30/2020,12/30/2020,England,-0.080361,50.895782,
top-notch-brewing-haywards-heath,The Top-Notch Brewing Company Ltd,micro,Wickham Way,,,Haywards Heath,,West Sussex,RH16 1UQ,,7963829368,12/30/2020,12/30/2020,England,-0.10313,51.011152,
heathen-brewers-haywards-heath,Heathen Brewers Partnership,micro,The Broadway,,,Haywards Heath,,West Sussex,RH16 3AS,http://www.heathenbrewers.co.uk/,1444456217,12/30/2020,12/30/2020,England,-0.105976,51.000799,
brighton-bier-brewery-brighton,Brighton Bier Brewery,micro,Roedean Road,,,Brighton,,East Sussex,BN2 5RU,https://www.brightonbier.com/,1273567374,12/30/2020,12/30/2020,England,-0.106288,50.817144,
loud-shirt-brewing-brighton,Loud Shirt Brewing Co,micro,Roedean Road,,,Brighton,,East Sussex,BN2 5RU,https://loudshirtbeer.co.uk/,1273087077,12/30/2020,12/30/2020,England,-0.106288,50.817144,
hand-brew-brighton,Hand Brew Co Ltd,brewpub,Upper St. James Street,,,Brighton,,East Sussex,BN2 1JN,http://www.handbrewpub.com/,1273699595,12/30/2020,12/30/2020,England,-0.12867,50.81986,
old-tree-brewery-brighton,Old Tree Brewery,micro,Richmond Place,,,Brighton,,East Sussex,BN2 9NA,https://oldtree.house/,7413064346,12/30/2020,12/30/2020,England,-0.134261,50.828046,
north-laine-brewhouse-brighton,North Laine Brewhouse,brewpub,Gloucester Place,,,Brighton,,East Sussex,BN1 4AA,https://www.northlaine.pub/,1273683666,12/30/2020,12/30/2020,England,-0.13588,50.826276,
unbarred-brewery-brighton,UnBarred Brewery,taproom,Elder Place,,,Brighton,,East Sussex,BN1 4GF,https://www.unbarredbrewery.com/,1273894563,12/30/2020,12/30/2020,England,-0.138599,50.832867,
brzn-brighton,BRZN,micro,New England Road,,,Brighton,,East Sussex,BN1 4ZR,,,12/30/2020,12/30/2020,England,-0.140921,50.833413,
silver-rocket-brewing-hassocks,Silver Rocket Brewing Ltd,micro,Meadows,,,Hassocks,,West Sussex,BN6 8EH,https://silverrocketbrewing.co.uk/,7950099424,12/30/2020,12/30/2020,England,-0.143993,50.931319,
hurst-brewery-hassocks,Hurst Brewery,brewpub,College Lane,,,Hassocks,,West Sussex,BN6 9JT,http://www.hurstbrewery.com/,7866438953,12/30/2020,12/30/2020,England,-0.161461,50.941632,
watchmakers-arms-brewery-hove,The Watchmakers Arms Brewery,micro,Goldstone Villas,,,Hove,,East Sussex,BN3 3RU,https://www.thewatchmakersarms.co.uk/,1273776307,12/30/2020,12/30/2020,England,-0.17152,50.834247,
larrikin-beer-hove,Larrikin Beer,brewpub,Belfast Street,,,Hove,,East Sussex,BN3 3YS,https://www.urchinpub.co.uk/,1273241881,12/30/2020,12/30/2020,England,-0.175401,50.830522,
pin-up-beers-brighton,Pin-up Beers Ltd,micro,Manor Hall Road,,,Brighton,,East Sussex,BN42 4NH,https://www.pinupbrewingco.com/,1273411127,12/30/2020,12/30/2020,England,-0.220415,50.835048,
bestens-brewery-horsham,Bestens Brewery Ltd,taproom,Church Lane,,,Horsham,,West Sussex,RH13 6LU,https://www.bestensbrewery.co.uk/,1403892556,12/30/2020,12/30/2020,England,-0.26049,51.041848,
kissingate-brewery-horsham,Kissingate Brewery,taproom,Church Lane,,,Horsham,,West Sussex,RH13 6LU,http://www.kissingate.co.uk/,1403891335,12/30/2020,12/30/2020,England,-0.26049,51.041848,
downlands-brewery-henfield,The Downlands Brewery,micro,Henfield Road,,,Shoreham-by-Sea,,West Sussex,BN5 9XR,http://www.downlandsbrewery.com/,1273495596,12/30/2020,12/30/2020,England,-0.272849,50.899278,
riverside-brewing-steyning,Riverside Brewing Ltd,micro,Shoreham Road,,,Steyning,,West Sussex,BN44 3TN,http://www.riversidebreweryltd.co.uk/,1903898030,12/30/2020,12/30/2020,England,-0.300906,50.877797,
dark-star-brewing-horsham,Dark Star Brewing Co Ltd,taproom,Star Road,,,Horsham,,West Sussex,RH13 8RA,https://www.darkstarbrewing.co.uk/,1403713085,12/30/2020,12/30/2020,England,-0.304978,50.957145,
chapeau-brewing-horsham,Chapeau Brewing Co,micro,Redkiln Close,,,Horsham,,West Sussex,RH13 5QL,https://www.chapeaubrewing.com/,1403252459,12/30/2020,12/30/2020,England,-0.30833,51.070596,
weltons-brewery-horsham,Weltons Brewery,micro,Foundry Lane,,,Horsham,,West Sussex,RH13 5PX,https://weltonsbeer.co.uk/,1403242901,12/30/2020,12/30/2020,England,-0.315544,51.070853,
brewhouse-kitchen-horsham,Brewhouse & Kitchen,brewpub,East Street,,,Horsham,,West Sussex,RH12 1HL,https://www.brewhouseandkitchen.com/,2073543761,12/30/2020,12/30/2020,England,-0.327295,51.061642,
brew-studio-lancing,Brew Studio,micro,Meadowview Road,,,Lancing,,West Sussex,BN15 0HU,https://www.brewstudio.co.uk/,7980978350,12/30/2020,12/30/2020,England,-0.330956,50.838777,
adur-brewery-steyning,Adur Brewery,micro,Mouse Lane,,,Steyning,,West Sussex,BN44 3DG,https://www.adurbrewery.co.uk/,1903867614,12/30/2020,12/30/2020,England,-0.340173,50.893624,
polarity-brewing-worthing,Polarity Brewing Ltd,micro,Abbotts Close,,,Worthing,,West Sussex,BN11 1JB,http://www.polaritybrewing.co.uk/,7872105300,12/30/2020,12/30/2020,England,-0.375446,50.814845,
vine-brewery-worthing,The Vine Brewery,brewpub,High Street,,,Worthing,,West Sussex,BN14 7NN,http://www.vine-tarring.co.uk/,1903201121,12/30/2020,12/30/2020,England,-0.393395,50.825427,
greyhound-brewery-pulborough,Greyhound Brewery ltd,micro,Smock Alley,,,Pulborough,,West Sussex,RH20 2QX,https://www.greyhoundbrewery.co.uk/,1798815822,12/30/2020,12/30/2020,England,-0.447595,50.942971,
firebird-brewing-horsham,Firebird Brewing Company Ltd,taproom,Lynwick Street,,,Horsham,,West Sussex,RH12 3UW,https://firebirdbrewing.com/,1403823180,12/30/2020,12/30/2020,England,-0.45414,51.09654,
hepworth-pulborough,Hepworth & Company Brewing Ltd,micro,Stane Street,,,Pulborough,,West Sussex,RH20 1DJ,https://hepworthbrewery.co.uk/,1403269696,12/30/2020,12/30/2020,England,-0.478064,50.989042,
laines-bew-hub-pulborough,Laines Brew Hub,micro,Stane Street,,,Pulborough,,West Sussex,RH20 1DJ,http://laine.beer/,1273550000,12/30/2020,12/30/2020,England,-0.478064,50.989042,
listers-brewery-worthing,Lister's Brewery Limited,micro,Michelgrove Lane,,,Worthing,,West Sussex,BN13 3XW,http://www.listersbrewery.com/,1903885950,12/30/2020,12/30/2020,England,-0.478855,50.872653,
goldmark-craft-beers-arundel,Goldmark Craft Beers LTd,taproom,The Vinery,,,Arundel,,West Sussex,BN18 9PY,https://goldmarkbeers.co.uk/?v=79cba1185463,1903297838,12/30/2020,12/30/2020,England,-0.507102,50.84058,
brolly-brewing-billinghurst,Brolly Brewing,taproom,Fittleworth Road,,,Billinghurst,,West Sussex,RH14 0ES,https://www.brollybrewing.co.uk/,7720847017,12/30/2020,12/30/2020,England,-0.521971,51.010214,
arundel-brewery-arundel,Arundel Brewery Ltd,brewpub,Lyminster Road,,,Arundel,,West Sussex,BN17 7QL,https://www.arundelbrewery.co.uk/,1903733111,12/30/2020,12/30/2020,England,-0.534301,50.839971,
langham-brewery-petworth,The Langham Brewery llp,micro,Langham Lane,,,Petworth,,West Sussex,GU28 9BU,https://langhambrewery.co.uk/,1798860861,12/30/2020,12/30/2020,England,-0.679379,50.994711,
goodwood-brewery-chichester,Goodwood Brewery,micro,Goodwood Farm,,,Chichester,,West Sussex,PO18 0QF,https://www.goodwood.com/,1243755154,12/30/2020,12/30/2020,England,-0.721936,50.871619,
gribble-brewery-oving,The Gribble Brewery,brewpub,Gribble Lane,,,Chichester,,West Sussex,PO20 2BP,http://gribbleinn.co.uk/,1243786893,12/30/2020,12/30/2020,England,-0.723958,50.838143,
81-artisan-chichester,81 Artisan,micro,Chilgrove Road,Lavant,,Chichester,,West Sussex,PO18 9HP,https://81artisan.com/,7990035736,12/30/2020,12/30/2020,England,-0.81111,50.89212,
o-brother-brewing-kilcool,O Brother Brewing,micro,G3,Network Enterprise Park,,Kilcool,,Wicklow,A63 DX47,https://www.obrotherbrewing.com/,3.54E+11,3/26/2021,3/26/2021,Ireland,-6.0642913,53.0986762,
wicklow-wolf-brewing-company-bray,Wicklow Wolf Brewing Company,regional,Wicklow Wolf,Moneycarroll,Newtown Mount Kennedy,Bray,,Wicklow,A63 A243,http://www.wicklowwolf.com/,35315676993,3/26/2021,3/26/2021,Ireland,-6.1109949,53.0842111,
the-wicklow-brewery-redcross,The Wicklow Brewery,micro,Main Street,Ballygillaroe,,Redcross,,Wicklow,A67 H799,http://www.wicklowbrewery.ie/,35340441661,3/26/2021,3/26/2021,Ireland,-6.1471627,52.8893592,
wood-key-brewing-dublin,Wood Key Brewing,micro,22 Kilbarrack Avenue,Kilbarrack,Dublin 5,Dublin,,Dublin,D05 VW89,,3.54E+11,3/26/2021,3/26/2021,Ireland,-6.1515127,53.3853135,
hope-craft-brewery-dublin,Hope Craft Brewery,micro,Unit 1 Howth Junction Business Park,Kilbarrack Road,Kilbarrack,Dublin,,Dublin,D05 H2K2,https://hopebeer.ie/,3.54E+11,3/26/2021,3/26/2021,Ireland,-6.1569422,53.3902607,
carlingford-brewing-company-carlingford,Carlingford Brewing Company,micro,"The Old Mill, , Riverstown, Co. Louth",Dundalk Road,Riverstown,Carlingford,,Louth,A91 D850,http://carlingfordbrewing.ie/,3.53E+11,3/26/2021,3/26/2021,Ireland,-6.2239907,53.994002,
barrelhead-brewery-dublin,Barrelhead Brewery,micro,2 Fairview Strand,Ballybough,Dublin 3,Dublin,,Dublin,D03 R8P3,https://barrelheadbrewery.com/,3.54E+11,3/26/2021,3/26/2021,Ireland,-6.2400171,53.3625745,
jw-sweetman-dublin,J.W. Sweetman,brewpub,1-2 Burgh Quay,Dublin 2,,Dublin,,Dublin,D02 F243,,35316705777,3/26/2021,3/26/2021,Ireland,-6.2603268,53.3469777,
5-lamps-brewery-dublin,5 Lamps Brewery,regional,84-87 Camden St.,Saint Kevin's,Dublin 2,Dublin,,Dublin,D02 DH36,https://the5lampsbrewery.com/home/,,3/26/2021,3/26/2021,Ireland,-6.26585621,53.33596635,
dublin-city-brewing-co-dublin,Dublin City Brewing Co.,micro,The Parnell Centre,Parnell St,Rotunda,Dublin,,Dublin,D01 Y9T3,http://www.dublincitybrewingco.com/,,3/26/2021,3/26/2021,Ireland,-6.2693974,53.3506256,
guinness-brewing-diageo-dublin,Guinness Brewing (Diageo),large,St. James's Gate,Dublin 8,,Dublin,,Dublin,D08 VF8H,https://www.guinness-storehouse.com/en,35314084800,3/26/2021,3/26/2021,Ireland,-6.286729743,53.34193275,
dot-brew-dublin,DOT Brew,micro,9 Dolphin's Barn,Ushers,,Dublin,,Dublin,D08 WD35,https://dotbrew.ie/,,3/26/2021,3/26/2021,Ireland,-6.2950084,53.3337548,
the-porterhouse-brewing-company-dublin,The Porterhouse Brewing Company,micro,3-4 Stag Industrial Estate,Ballyboggan Road,Dublin 11,Dublin,,Dublin,D11 AY91,http://www.porterhousebrewco.ie/,35318227415,3/26/2021,3/26/2021,Ireland,-6.2998473,53.3735147,
four-provinces-brewing-co-kimmage,Four Provinces Brewing Co.,brewpub,25 Ravensdale Park,Dublin 12,,Kimmage,,Dublin,D12 X965,https://www.fourprovinces.ie/,35315890152,3/26/2021,3/26/2021,Ireland,-6.3031169,53.3146444,
rascals-brewing-company-inchicore,Rascals Brewing Company,brewpub,Goldenbridge Estate,Tyrconnell Rd,,Inchicore,,Dublin,D08 HF68,https://rascalsbrewing.com/,35315382051,3/26/2021,3/26/2021,Ireland,-6.3262538,53.3361014,
stone-barrel-brewing-company-dublin,Stone Barrel Brewing Company,regional,Bluebell Avenue,Bluebell Industrial Estate,Dublin 12,Dublin,,Dublin,D12 NPF9,http://www.stonebarrelbrewing.ie/,3.54E+11,3/26/2021,3/26/2021,Ireland,-6.3506651,53.3308805,
third-barrel-brewing-dublin,Third Barrel Brewing,micro,Bluebell Avenue,Bluebell Industrial Estate,Dublin 12,Dublin,,Dublin,D12 NPF9,https://thirdbarrel.com/,3.53E+11,3/26/2021,3/26/2021,Ireland,-6.3506651,53.3308805,
priory-brewing-tallaght,Priory Brewing,micro,"Unit 5, Tallaght Enterprise Centre",Main Road,Dublin 24,Tallaght,,Dublin,D24 TYX9,https://www.priorybrewing.ie/,35314685300,3/26/2021,3/26/2021,Ireland,-6.3538952,53.2872173,
whiplash-brewing-ballyfermot,Whiplash Brewing,micro,Cherry Orchard Industrial Estate,Unit 67B,Dublin 10,Ballyfermot,,Dublin,D10 F627,http://www.whiplashbeer.com/,,3/26/2021,3/26/2021,Ireland,-6.3773273,53.3468597,
lineman-brewing-rathcoole,Lineman Brewing,micro,Unit 16/17,Block 613 Greenogue Industrial Estate,,Rathcoole,,Dublin,D24 H567,https://lineman.ie/,+353 01 401 6486,3/26/2021,3/26/2021,Ireland,-6.4653408,53.2988667,
drew-fox-brewing-company-wexford,Drew Fox Brewing Company,micro,Unit 8,Clonard Rd,Westpoint Business Park,Wexford,,Wexford,Y35 HN50,http://www.cleverman.ie/,,3/26/2021,3/26/2021,Ireland,-6.4921242,52.3311164,
yellowbelly-beer-wexford,YellowBelly Beer,micro,Whiterock Hill,Pembrokestown,,Wexford,,Wexford,Y35 HW27,http://www.yellowbellybeer.ie/,3.54E+11,3/26/2021,3/26/2021,Ireland,-6.5241152,52.3231087,
rye-river-brewing-company-celbridge,Rye River Brewing Company,micro,Donaghcumper,Dublin Rd,,Celbridge,,Kildare,W23 AX07,https://www.ryeriverbrewingco.com/,35316287255,3/26/2021,3/26/2021,Ireland,-6.5246196,53.3409641,
trouble-brewing-kill,Trouble Brewing,micro,Unit A,Oldmill Industrial Estate,,Kill,,Kildare,W91 DR58,https://troublebrewing.ie/,3.54E+11,3/26/2021,3/26/2021,Ireland,-6.5406264,53.2523451,
brehon-brewhouse-carrickmacross,Brehon Brewhouse,micro,Dunelty,Inniskeen,,Carrickmacross,,Monaghan,A91 E170,https://brehonbrewhouse.ie/,3.54E+11,3/26/2021,3/26/2021,Ireland,-6.635574,53.980673,
kildare-brewing-company-sallins,Kildare Brewing Company,micro,Canal View,,,Sallins,,Kildare,W91 DFK2,https://www.kildarebrewing.ie/,35345850500,3/26/2021,3/26/2021,Ireland,-6.6668728,53.2494668,
br-brewery-trim,BRÚ Brewery,micro,Unit 5 – Site 6,Oaktree Business Park,,Trim,,Meath,C15 RW10,https://www.brubrewery.ie/,3.53E+11,3/26/2021,3/26/2021,Ireland,-6.794949763,53.5660948,
carlow-brewing-company-bagenalstown,Carlow Brewing Company,micro,Muine Bheag Business Park,Royal Oak Rd,Moneybeg,Bagenalstown,,Carlow,R21 DR77,http://www.carlowbrewing.com/,3.54E+11,3/26/2021,3/26/2021,Ireland,-6.9783782,52.6965818,
12-acres-brewing-company-killeshin,12 Acres Brewing Company,micro,Unnamed Street,Clonmore,,Killeshin,,Laois,R93 X3X8,https://12acresbrewing.ie/,3.54E+11,3/26/2021,3/26/2021,Ireland,-6.979343891,52.84930763,
ballykilcavan-brewing-company-stradbally,Ballykilcavan Brewing Company,micro,Unnamed Street,Ballykilcavan,,Stradbally,,Laois,R93 X3X8,https://www.ballykilcavan.com/,,3/26/2021,3/26/2021,Ireland,-7.115267515,53.01800718,
metalman-brewing-company-waterford,Metalman Brewing Company,micro,Unit 14,Tycor Business Centre,Tycor,Waterford,,Waterford,X91 HP89,http://www.metalmanbrewing.com/,35351348448,3/26/2021,3/26/2021,Ireland,-7.1302473,52.2562844,
costellos-brewing-company-kilkenny,Costellos Brewing Company,micro,58D Hebron Industrial Estate,Hebron Road,,Kilkenny,,Kilkenny,R95 AFN8,http://www.costellosbrewco.ie/,3.54E+11,3/26/2021,3/26/2021,Ireland,-7.2312229,52.6542803,
sullivans-brewing-company-kilkenny,Sullivan's Brewing Company,regional,15 John Street Lower,Collegepark,,Kilkenny,,Kilkenny,R95 H2CE,https://www.sullivansbrewingcompany.com/,3.54E+11,3/26/2021,3/26/2021,Ireland,-7.2511279,52.652832,
smithwicks-diageo-kilkenny,Smithwick's (Diageo),regional,44 Parliament St,Gardens,,Kilkenny,,Kilkenny,R95 VK54,https://www.smithwicksexperience.com/,3.54E+11,3/26/2021,3/26/2021,Ireland,-7.2562989,52.6543719,
boghopper-brewery-muff,Boghopper Brewery,micro,Kilderry Business Park,6 Kilderry Ln,Ardmore,Muff,,Donegal,F93 WN63,,3.54E+11,3/26/2021,3/26/2021,Ireland,-7.262928486,55.06640125,
dungarvan-brewing-dungarvan,Dungarvan Brewing,micro,Unit 5 No. 2,Westgate Business Park,,Dungarvan,,Waterford,X35 HY48,https://dungarvanbrewingcompany.com/,3535824000,3/26/2021,3/26/2021,Ireland,-7.6330624,52.0960325,
old-mill-brewing-company-convoy,Old Mill Brewing Company,micro,Convoy Enterprise Centre,,,Convoy,,Donegal,F93 X314,,3.54E+11,3/26/2021,3/26/2021,Ireland,-7.6664472,54.8605864,
kinnegar-brewing-letterkenny,Kinnegar Brewing,micro,K2,Ballyraine Industrial Estate,,Letterkenny,,Donegal,F92 R263,,3.54E+11,3/26/2021,3/26/2021,Ireland,-7.7083241,54.9557214,
slieve-bloom-brewing-company-kinnitty,Slieve Bloom Brewing Company,micro,Main Street,The Walk,,Kinnitty,,Offaly,R42 W542,https://slievebloombrewing.com/,3.54E+11,3/26/2021,3/26/2021,Ireland,-7.7211856,53.0978092,
st-mels-brewing-company-longford,St. Mel's Brewing Company,micro,Unit 4 Longford Community Enterprise Centre,Ballinalee Rd,,Longford,,Longford,N39 K2Y0,https://www.stmelsbrewing.com/,3.53E+11,3/26/2021,3/26/2021,Ireland,-7.7844491,53.7335776,
white-gypsy-brewery-templemore,White Gypsy Brewery,micro,Templemore Enterprise Centre,Railway Rd,Kiltillane,Templemore,,Tipperary,E41 W110,http://www.whitegypsy.ie/,35350456572,3/26/2021,3/26/2021,Ireland,-7.8294975,52.7929206,
munster-brewery-youghal,Munster Brewery,micro,Unit 2F,Youghal Business Park,Parkmountain,Youghal,,Cork,P36 ET22,http://munsterbrewery.com/,3.54E+11,3/26/2021,3/26/2021,Ireland,-7.8708284,51.9535199,
dead-centre-brewing-athlone,Dead Centre Brewing,brewpub,Custume Pier Appartments,,,Athlone,,Westmeath,N37 N1F2,http://deadcentrebrewing.com/,3.54E+11,3/26/2021,3/26/2021,Ireland,-7.9428529,53.4236546,
bo-bristle-brewing-co-banagher,Bo Bristle Brewing Co.,micro,"Unit 5, Banagher Enterprise Centre",Church St,Kylebeg,Banagher,,Offaly,R42 KX30,,3.54E+11,3/26/2021,3/26/2021,Ireland,-7.9921729,53.1866197,
canvas-brewery-roscrea,Canvas Brewery,micro,Fortmoy Aglish,,,Roscrea,,Tipperary,E53 D822,https://www.canvasbrewery.com/,3.54E+11,3/26/2021,3/26/2021,Ireland,-8.116511364,53.0479286,
donegal-brewing-company-ballyshannon,Donegal Brewing Company,regional,Unit 1 Erneside Business Park,Portnason,,Ballyshannon,,Donegal,F94 Y2NE,https://mcmbrands.ie/beer/,3.54E+11,3/26/2021,3/26/2021,Ireland,-8.2142367,54.4977199,
eight-degrees-brewing-mitchelstown,Eight Degrees Brewing,micro,Unit 4,Coolnanave Industrial Park,Coolnanave,Mitchelstown,,Cork,P67 FR62,https://www.eightdegrees.ie/,3532584933,3/26/2021,3/26/2021,Ireland,-8.271831,52.2772804,
cotton-ball-brewing-company-mayfield,Cotton Ball Brewing Company,brewpub,18 Old Youghal Road,,,Mayfield,,Cork,T23 AE78,https://www.cottonball.ie/,3.53E+11,3/26/2021,3/26/2021,Ireland,-8.4340922,51.9132877,
lough-gill-brewery-cleveragh,Lough Gill Brewery,micro,Cleveragh Business Park,The Back Ave,,Cleveragh,,Sligo,F91 H6CV,https://loughgillbrewery.com/,3.54E+11,3/26/2021,3/26/2021,Ireland,-8.4572863,54.2667763,
